Centre_ID,Centre_Title,Centre_Address,County,Maximum_Occupancy,Centre_Phone,Person_in_Charge,Person_in_Charge_Phone,Registration_Provider,Registration_Provider_Address,Registration_Provider_Phone,Registration_Date,Registration_Expiry_Date,Expiry_Date_Note,CRO_Registration_Number,Management_Contacts,Registration_Number,Chief_Inspector_Note,Registration_Conditions,URL
171,"St Ursula's Nursing Home","Golf Links Road, Bettystown, A92 PY76",Meath,24,"041 982 7422","Elizabeth Ayodeji","041 982 7422","Ballyhavil Limited","Golf Links Road, Bettystown, A92 PY76, Meath","041 982 7422",23-02-2024,22-02-2027,,357041,"Nuala Patterson - 086 312 0495",REG-0038052,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 17/11/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 24.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-ursulas-nursing-home
483,"St Vincent's Care Centre","Coosan Road, Athlone, N37 A3K5",Westmeath,36,"090 648 3153","Katherine Saavedra","090 648 3153","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",20-04-2024,19-04-2027,,,"Margaret Monaghan - 044 939 4930, Anne Naughton - 086 172 7707",REG-0038285,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 23/10/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 36.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-care-centre
533,"St Vincent's Community Nursing Unit","Irishtown, Mountmellick, R32HK85",Laois,60,"057 864 4782","Mary Margaret Daly","057 864 4781","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",11-04-2024,10-04-2027,,,"Jean Gaffey - 087 703 1966",REG-0038404,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 30/07/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must  be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 60",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-community-nursing-unit
520,"St Vincent's Hospital","Woodstock Street, Athy, R14 AY22",Kildare,82,"059 864 3000/3011",,,"Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",25-06-2024,24-06-2027,,,"Eileen Burke - 045 880 400",REG-0038671,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 26/08/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 82.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-vincents-hospital
428,"St. Anthony's Nursing Home","Kilduff Castle, Pallasgreen, V94 PF76",Limerick,61,"061 384 104 / 388704","Sean Fennessy","061 384 104","Kilduff Care Co. Limited","St. Anthony's Nursing Home, Kilduff Castle, Pallasgreen, V94 PF76, Limerick","061 384 104",01-03-2023,28-02-2026,,408999,,REG-0036719,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 16 January 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 61.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-anthonys-nursing-home
7836,"St. Anthony's Unit","Glenconnor Road, Clonmel, E91 PP20",Tipperary,18,"052 617 7480","Nisha Abraham","052 617 7480","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",13-08-2023,12-08-2026,,,"Denise Flynn - 062 70 489",REG-0037289,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plans received on 20 June 2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 18",https://www.hiqa.ie/areas-we-work/find-a-centre/st-anthonys-unit
386,"St. Attracta's Residence","Hagfield, Charlestown , F12 KN36",Mayo,70,"094 925 4307","Alison Moore","094 925 4307","St. Attracta's Nursing Home Unlimited Company","St. Attracta's Nursing Home, Hagfield, Charlestown , F12 KN36, Mayo","094 925 4307",16-06-2023,15-06-2026,,474878,"Trina Donohue - 094 925 4307",REG-0037159,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 3 July 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 70",https://www.hiqa.ie/areas-we-work/find-a-centre/st-attractas-residence
389,"St. Brendan's High Support Unit","Mulranny, Westport, F28 A386",Mayo,26,"098 36027","Edel Dunican","098 36 027","Mulranny Day Centre Housing Limited","Mulranny, Westport, F28 A386, Mayo","098 36 027",13-08-2022,12-08-2025,,193506,,REG-0039651,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 04/10/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  within the parameters for individual rooms as listed above,  as specified by the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of residents to be accommodated in this centre is 26.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-brendans-high-support-unit
8706,"St. Camillus Community Nursing Unit","Shelbourne Road, V94 5V24",Limerick,50,"061 586 100","Sian Rowe McCormack","061 483 612","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",10-06-2024,09-06-2027,,,"Sheila Ryan - 061 483 714",REG-0042616,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 27/11/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 50.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-camillus-community-nursing-unit
450,"St. Dominic Savio Nursing Home","Cahilly, Liscannor, V95 Y927",Clare,28,"065 708 1555","Elizabeth Craven","065 679859","Smith Hall Limited","St. Dominic Savio Nursing Home, Cahilly, Liscannor, Y95 Y927, Clare","065 708 1555",30-09-2023,29-09-2026,,365926,"Desdemona Smith - 087 668 2886, Andrew Smith - 065 708 1555",REG-0037457,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 27 June 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 28.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-dominic-savio-nursing-home
392,"St. Eunan's Nursing Home","Rough Park, Ramelton Road, Letterkenny, F92 FP21",Donegal,42,"074 910 3860","Ronagh McCaul","074 910 3860","St. Eunan's Nursing and Convalescent Home Limited","44 Orchard Grove, Letterkenny, F92 NN7F, Donegal","074 912 8508",13-08-2023,12-08-2026,,349656,"Noel Fitzpatrick - 074 910 3860, Deirdre Murdy - 087 1758392",REG-0037287,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated [21/02/2023]. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: [42].",https://www.hiqa.ie/areas-we-work/find-a-centre/st-eunans-nursing-home
686,"St. Gladys Nursing Home","53 Lower Kimmage Road, Harold's Cross, D6W C566",Dublin,47,"01 492 7624","Alyn Joy Lacuesta","01 492 7624","Willoway Nursing Home Limited","1st Floor, Suite 32,, The Mall,, Beacon Court,, D18 AYF3, Dublin 18","01 496 8744",13-04-2023,12-04-2026,,377001,"Grace Healthcare (Holdings) Ireland Limited - 01- 496 8744",REG-0037315,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on the 4 April 2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 47.Condition 4The registered provider shall renovate,  reconfigure or extend the physical environment of the designated centre by the planned completion date of 31 January 2025 (or in the alternative reduce the number of residents in the designated centre) to ensure that the residents have sufficient communal space. The registered provider shall advise of any material change to the planned completion date and the reasons therefore. The registered provider shall provide quarterly progress updates to the Chief Inspector.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-gladys-nursing-home
5668,"St. Gobnaits Nursing Home","Drewscourt, Ballyagran, Killmallock, V35E188",Limerick,20,"063 82065","Peggie Jonas","063 82 065","St. Gobnaits Nursing Home Limited","Drewscourt, Ballyagran, V34E188, Limerick","063 82 065/089 984 1524",13-12-2023,12-12-2026,,599964,,REG-0037755,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 16/08/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 20.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-gobnaits-nursing-home-0
660,"St. John's Community Hospital","Ballytivnan, F91 H224",Sligo,101,"071 911 6401","Nicola Scanlon Fox","071 914 2606","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",15-09-2024,14-09-2027,,,,REG-0038960,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 28/06/24. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 101.Condition 4The registered provider shall,  by 31 July 2025,  submit to the Chief Inspector the information and documentation set out in Schedule 2 of the Health Act 2007 (Registration of Designated Centres for Older People) Regulations 2015 as amended in relation to any person who participates or will participate in the management of the designated centre.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-johns-community-hospital-0
102,"St. Joseph's Centre","Crinken Lane, Shankill , D18 TY00",Dublin,61,"01 282 3000","Sinoy Allyboccus","01 282 3000","Saint John of God Hospital Company Limited by Guarantee","Granada, Stillorgan Road, Stillorgan, A94 D9N1, Co. Dublin","01 277 1521",09-12-2022,08-12-2025,,430743,"Damien O' Dowd - 01 277 1400",REG-0037266,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated received 12th February 2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 61.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-centre
613,"St. Joseph's Hospital","Lifford Road, Ennis, V95RT99",Clare,76,"065 686 3836","Regina Jordan","065 686 3856","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",22-06-2024,21-06-2027,,,"Sheila Ryan - 061 483 714",REG-0038963,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 21/02/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 76.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-hospital
288,"St. Joseph's Nursing Home","Killowen, Kenmare, V93 RW94",Kerry,50,"064 6641 100","Emer Kidney","064 664 1100","Rathsheen Investments Limited","St. Joseph's Nursing Home, Killowen, Kenmare, Co. Kerry, V93 RW94, Kerry","064 664 1100",20-09-2022,19-09-2025,,250132,"Donncha Kidney - 064 664 1100",REG-0036131,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose (Revision number 13) received on 28 June 2022 and the floor plans dated May 2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 50.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-josephs-nursing-home-0
4664,"St. Michael's Nursing Home","One Hundred Acres East, Caherconlish, V94 E400",Limerick,80,"061 450 060","Bernadette Cummins","061 450 060","Blockstar Limited","Bawntard North, Killmallock, V35 WN15, Limerick","086 358 8041",28-03-2025,27-03-2028,,463359,"Geraldine Comerford - 056 445 2040",REG-0040076,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 13 November 2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 80.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-michaels-nursing-home
179,"St. Patrick's Care Centre","Dublin Street, Baldoyle, D13V085",Dublin,78,"01 905 2266","Lloyd Mutandwa","01 905 2266","Cowper Care Centre DAC","Gascoigne House, 37-39 Cowper Road, Rathmines, DO6 HW18, Dublin 6","01 406 6414",03-07-2023,02-07-2026,,291145,"Fergus Shields - 01 406 6414 / 083 356 8264, Nor-Ain Tani - 01 406 6414",REG-0037196,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 03/03/2023 . The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 78.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-patricks-care-centre
122,"St. Peter's Nursing Home","Sea Road, Castlebellingham, A91TV02",Louth,69,"042 938 2106",,,"Costern Unlimited Company","42, North Wood Court, Northwood, Santry, D09 Y820, Dublin 9","01 685 5170",07-10-2022,06-10-2025,,489192,"Orla Scuffil - 086 440 0749",REG-0036213,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan dated 12/04/2022. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 69.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-peters-nursing-home
434,"St. Theresa's Nursing Home","Dublin Road, Thurles, E41 V263",Tipperary,26,"0504 22246",,,"Ormond Healthcare Ltd","1 Castleoak Crescent, Dark Road, Nenagh, E45 Y364, Tipperary","087 987 3489",23-02-2023,22-02-2026,,651344,"Susanne Noonan - 087 698 2829",REG-0041201,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 22/08/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 26.",https://www.hiqa.ie/areas-we-work/find-a-centre/st-theresas-nursing-home
396,"Stella Maris Nursing Home","Cummer, Tuam, H54 C992",Galway,43,"093 41944","Sarah Ann Malony (Deputising) for Simi Krishnanand (Absent)","093 41944","Stella Maris Residential Care Limited","Stella Maris Nursing Home, Cummer, Tuam, H54 C992, Galway","093 41944",30-05-2024,29-05-2027,,353012,,REG-0038458,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 08/12/2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 43.",https://www.hiqa.ie/areas-we-work/find-a-centre/stella-maris-nursing-home
8793,"Sugarloaf Care Centre","Kilmacanogue South, Kilmacanogue, A98 C2CO",Wicklow,119,"01 221 0650","Sinead Beirne","01 221 0650","Spridale Limited","Ratoath Manor Nursing Home, Ratoath, A85 YW73, Meath","01 825 4265",11-07-2024,10-07-2027,,708950,"Blathnaid Hart - 01 825 4265",REG-0043346,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 21/06/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 119.",https://www.hiqa.ie/areas-we-work/find-a-centre/sugarloaf-care-centre
494,"Sullivan Centre","Cathedral Road, Cavan, H12 N274",Cavan,20,"049 432 6015","Maya Mathew","049 432 6015","Health Service Executive","Oak House, Millennium Park, Naas, W91 KDC2, Kildare","045 880 400",13-06-2024,12-06-2027,,,"Jenny Smyth - 086 047 7547",REG-0038523,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received 21/06/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 20.Condition 4The registered provider shall,  by 31 July 2025,  submit to the Chief Inspector the information and documentation set out in Schedule 2 of the Health Act 2007 (Registration of Designated Centres for Older People) Regulations 2015 as amended in relation to any person who participates or will participate in the management of the designated centre.Condition 5By the 10 June 2025 the registered provider will complete the1. Replacement of floor covering on corridors and residents' communal rooms.",https://www.hiqa.ie/areas-we-work/find-a-centre/sullivan-centre
397,"Summerville Healthcare","Strandhill, F91 KT28",Sligo,47,"071 912 8430",,,"Summerville Healthcare Limited","Summerville Healthcare, Strandhill, F91 KT28, Sligo","071 912 8430",01-11-2023,31-10-2026,,386693,"Esther Quinn - 071 912 8430",REG-0037910,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on  04 December 2023. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is 47 reducing to 46 on achieving compliance with condition 4.Condition 4Occupancy of bedroom 37 will reduce to single occupancy once one of the existing residents in that room no longer resides in the bedroom. When room 37 is reduced to single occupancy the registered provider will submit a revised floor plan and statement of purpose and apply to remove this condition.",https://www.hiqa.ie/areas-we-work/find-a-centre/summerville-healthcare
106,"Suncroft Lodge Nursing Home","Suncroft, The Curragh, R56HX05",Kildare,60,"045 442 951","Muriel O'Donnell","045 442 951","Costern Unlimited Company","42, North Wood Court, Northwood, Santry, D09 Y820, Dublin 9","01 685 5170",30-04-2024,29-04-2027,,489192,"Orla Scuffil - 086 440 0749",REG-0038328,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 18/04/2024. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 60.",https://www.hiqa.ie/areas-we-work/find-a-centre/suncroft-lodge-nursing-home
4450,"Sunhill Nursing Home","Blackhall Road , Termonfeckin, A92 F902",Louth,102,"041 988 5200","Susan McCullen","041 988 5200","LSJ Care Ltd","Dunboyne Nursing Home, Waynestown, Summerhill Road, Dunboyne, A86 XF89, Meath","01 801 5535",22-05-2024,21-05-2027,,543518,"Sruthy Joseph Panajikkal - 047 72138, Karen Byrne - 086 082 8146, Karen McElherron - 042 938 3997, Elaine Molony - 041 988 5200",REG-0038440,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 09/02/24. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 102.",https://www.hiqa.ie/areas-we-work/find-a-centre/sunhill-nursing-home
181,"Swords Nursing Home","Mount Ambrose, Swords, K67 N1W0",Dublin,52,"01 890 0089","Oana Mihai","01 890 0089","Mowlam Healthcare Services Unlimited Company","One Bank Place, Limerick City, Limerick, V94 HT2Y, Limerick","061 416 099",09-03-2024,08-03-2027,,506719,"Susan Massey - 061 416  099, Susan Shortt - 061 416 099",REG-0038117,,"Condition 1 Subject to any prohibitions or restrictions contained in any other condition(s),  the designated centre shall be operated at all times in accordance with the Statement of Purpose within the footprint of the designated centre on the floor plan received on 14/04/2025. The registered provider shall only provide for the specific care and support needs,  and services,  within the facilities as set out the Statement of Purpose,  as agreed with the Chief Inspector at the time of registration. Any changes to the specific care and support needs and services provided must be agreed in advance with the Chief Inspector.Condition 2Only persons aged 18 years or older shall be accommodated at the designated centre at any time.Condition 3The maximum number of persons that may be accommodated at the designated centre is: 52.",https://www.hiqa.ie/areas-we-work/find-a-centre/swords-nursing-home
